,Layers,Units,Activation,Optimizer,Learning Rate,Accuracy
11854,5,128,exponential,Adam,1.0,0
11855,5,128,exponential,Adadelta,0.0001,0
11856,5,128,exponential,Adadelta,0.001,0
11857,5,128,exponential,Adadelta,0.01,0
11858,5,128,exponential,Adadelta,0.1,0
11859,5,128,exponential,Adadelta,1.0,0
11860,5,128,exponential,Adamax,0.0001,0
11861,5,128,exponential,Adamax,0.001,0
11862,5,128,exponential,Adamax,0.01,0
11863,5,128,exponential,Adamax,0.1,0
11864,5,128,exponential,Adamax,1.0,0
11865,5,128,exponential,Adagrad,0.0001,0
11866,5,128,exponential,Adagrad,0.001,0
11867,5,128,exponential,Adagrad,0.01,0
11868,5,128,exponential,Adagrad,0.1,0
11869,5,128,exponential,Adagrad,1.0,0
11870,5,128,exponential,Nadam,0.0001,0
11871,5,128,exponential,Nadam,0.001,0
11872,5,128,exponential,Nadam,0.01,0
11873,5,128,exponential,Nadam,0.1,0
11874,5,128,exponential,Nadam,1.0,0
11875,5,128,exponential,Ftrl,0.0001,0
11876,5,128,exponential,Ftrl,0.001,0
11877,5,128,exponential,Ftrl,0.01,0
11878,5,128,exponential,Ftrl,0.1,0
11879,5,128,exponential,Ftrl,1.0,0
11880,5,256,relu,SGD,0.0001,0
11881,5,256,relu,SGD,0.001,0
11882,5,256,relu,SGD,0.01,0
11883,5,256,relu,SGD,0.1,0
11884,5,256,relu,SGD,1.0,0
11885,5,256,relu,RMSprop,0.0001,0
11886,5,256,relu,RMSprop,0.001,0
11887,5,256,relu,RMSprop,0.01,0
11888,5,256,relu,RMSprop,0.1,0
11889,5,256,relu,RMSprop,1.0,0
11890,5,256,relu,Adam,0.0001,0
11891,5,256,relu,Adam,0.001,0
11892,5,256,relu,Adam,0.01,0
11893,5,256,relu,Adam,0.1,0
11894,5,256,relu,Adam,1.0,0
11895,5,256,relu,Adadelta,0.0001,0
11896,5,256,relu,Adadelta,0.001,0
11897,5,256,relu,Adadelta,0.01,0
11898,5,256,relu,Adadelta,0.1,0
11899,5,256,relu,Adadelta,1.0,0
11900,5,256,relu,Adamax,0.0001,0
11901,5,256,relu,Adamax,0.001,0
11902,5,256,relu,Adamax,0.01,0
11903,5,256,relu,Adamax,0.1,0
11904,5,256,relu,Adamax,1.0,0
11905,5,256,relu,Adagrad,0.0001,0
11906,5,256,relu,Adagrad,0.001,0
11907,5,256,relu,Adagrad,0.01,0
11908,5,256,relu,Adagrad,0.1,0
11909,5,256,relu,Adagrad,1.0,0
11910,5,256,relu,Nadam,0.0001,0
11911,5,256,relu,Nadam,0.001,0
11912,5,256,relu,Nadam,0.01,0
11913,5,256,relu,Nadam,0.1,0
11914,5,256,relu,Nadam,1.0,0
11915,5,256,relu,Ftrl,0.0001,0
11916,5,256,relu,Ftrl,0.001,0
11917,5,256,relu,Ftrl,0.01,0
11918,5,256,relu,Ftrl,0.1,0
11919,5,256,relu,Ftrl,1.0,0
11920,5,256,sigmoid,SGD,0.0001,0
11921,5,256,sigmoid,SGD,0.001,0
11922,5,256,sigmoid,SGD,0.01,0
11923,5,256,sigmoid,SGD,0.1,0
11924,5,256,sigmoid,SGD,1.0,0
11925,5,256,sigmoid,RMSprop,0.0001,0
11926,5,256,sigmoid,RMSprop,0.001,0
11927,5,256,sigmoid,RMSprop,0.01,0
11928,5,256,sigmoid,RMSprop,0.1,0
11929,5,256,sigmoid,RMSprop,1.0,0
11930,5,256,sigmoid,Adam,0.0001,0
11931,5,256,sigmoid,Adam,0.001,0
11932,5,256,sigmoid,Adam,0.01,0
11933,5,256,sigmoid,Adam,0.1,0
11934,5,256,sigmoid,Adam,1.0,0
11935,5,256,sigmoid,Adadelta,0.0001,0
11936,5,256,sigmoid,Adadelta,0.001,0
11937,5,256,sigmoid,Adadelta,0.01,0
11938,5,256,sigmoid,Adadelta,0.1,0
11939,5,256,sigmoid,Adadelta,1.0,0
11940,5,256,sigmoid,Adamax,0.0001,0
11941,5,256,sigmoid,Adamax,0.001,0
11942,5,256,sigmoid,Adamax,0.01,0
11943,5,256,sigmoid,Adamax,0.1,0
11944,5,256,sigmoid,Adamax,1.0,0
11945,5,256,sigmoid,Adagrad,0.0001,0
11946,5,256,sigmoid,Adagrad,0.001,0
11947,5,256,sigmoid,Adagrad,0.01,0
11948,5,256,sigmoid,Adagrad,0.1,0
11949,5,256,sigmoid,Adagrad,1.0,0
11950,5,256,sigmoid,Nadam,0.0001,0
11951,5,256,sigmoid,Nadam,0.001,0
11952,5,256,sigmoid,Nadam,0.01,0
11953,5,256,sigmoid,Nadam,0.1,0
11954,5,256,sigmoid,Nadam,1.0,0
11955,5,256,sigmoid,Ftrl,0.0001,0
11956,5,256,sigmoid,Ftrl,0.001,0
11957,5,256,sigmoid,Ftrl,0.01,0
11958,5,256,sigmoid,Ftrl,0.1,0
11959,5,256,sigmoid,Ftrl,1.0,0
11960,5,256,softmax,SGD,0.0001,0
11961,5,256,softmax,SGD,0.001,0
11962,5,256,softmax,SGD,0.01,0
11963,5,256,softmax,SGD,0.1,0
11964,5,256,softmax,SGD,1.0,0
11965,5,256,softmax,RMSprop,0.0001,0
11966,5,256,softmax,RMSprop,0.001,0
11967,5,256,softmax,RMSprop,0.01,0
11968,5,256,softmax,RMSprop,0.1,0
11969,5,256,softmax,RMSprop,1.0,0
11970,5,256,softmax,Adam,0.0001,0
11971,5,256,softmax,Adam,0.001,0
11972,5,256,softmax,Adam,0.01,0
11973,5,256,softmax,Adam,0.1,0
11974,5,256,softmax,Adam,1.0,0
11975,5,256,softmax,Adadelta,0.0001,0
11976,5,256,softmax,Adadelta,0.001,0
11977,5,256,softmax,Adadelta,0.01,0
11978,5,256,softmax,Adadelta,0.1,0
11979,5,256,softmax,Adadelta,1.0,0
11980,5,256,softmax,Adamax,0.0001,0
11981,5,256,softmax,Adamax,0.001,0
11982,5,256,softmax,Adamax,0.01,0
11983,5,256,softmax,Adamax,0.1,0
11984,5,256,softmax,Adamax,1.0,0
11985,5,256,softmax,Adagrad,0.0001,0
11986,5,256,softmax,Adagrad,0.001,0
11987,5,256,softmax,Adagrad,0.01,0
11988,5,256,softmax,Adagrad,0.1,0
11989,5,256,softmax,Adagrad,1.0,0
11990,5,256,softmax,Nadam,0.0001,0
11991,5,256,softmax,Nadam,0.001,0
11992,5,256,softmax,Nadam,0.01,0
11993,5,256,softmax,Nadam,0.1,0
11994,5,256,softmax,Nadam,1.0,0
11995,5,256,softmax,Ftrl,0.0001,0
11996,5,256,softmax,Ftrl,0.001,0
11997,5,256,softmax,Ftrl,0.01,0
11998,5,256,softmax,Ftrl,0.1,0
11999,5,256,softmax,Ftrl,1.0,0
12000,5,256,softplus,SGD,0.0001,0
12001,5,256,softplus,SGD,0.001,0
12002,5,256,softplus,SGD,0.01,0
12003,5,256,softplus,SGD,0.1,0
12004,5,256,softplus,SGD,1.0,0
12005,5,256,softplus,RMSprop,0.0001,0
12006,5,256,softplus,RMSprop,0.001,0
12007,5,256,softplus,RMSprop,0.01,0
12008,5,256,softplus,RMSprop,0.1,0
12009,5,256,softplus,RMSprop,1.0,0
12010,5,256,softplus,Adam,0.0001,0
12011,5,256,softplus,Adam,0.001,0
12012,5,256,softplus,Adam,0.01,0
12013,5,256,softplus,Adam,0.1,0
12014,5,256,softplus,Adam,1.0,0
12015,5,256,softplus,Adadelta,0.0001,0
12016,5,256,softplus,Adadelta,0.001,0
12017,5,256,softplus,Adadelta,0.01,0
12018,5,256,softplus,Adadelta,0.1,0
12019,5,256,softplus,Adadelta,1.0,0
12020,5,256,softplus,Adamax,0.0001,0
12021,5,256,softplus,Adamax,0.001,0
12022,5,256,softplus,Adamax,0.01,0
12023,5,256,softplus,Adamax,0.1,0
12024,5,256,softplus,Adamax,1.0,0
12025,5,256,softplus,Adagrad,0.0001,0
12026,5,256,softplus,Adagrad,0.001,0
12027,5,256,softplus,Adagrad,0.01,0
12028,5,256,softplus,Adagrad,0.1,0
12029,5,256,softplus,Adagrad,1.0,0
12030,5,256,softplus,Nadam,0.0001,0
12031,5,256,softplus,Nadam,0.001,0
12032,5,256,softplus,Nadam,0.01,0
12033,5,256,softplus,Nadam,0.1,0
12034,5,256,softplus,Nadam,1.0,0
12035,5,256,softplus,Ftrl,0.0001,0
12036,5,256,softplus,Ftrl,0.001,0
12037,5,256,softplus,Ftrl,0.01,0
12038,5,256,softplus,Ftrl,0.1,0
12039,5,256,softplus,Ftrl,1.0,0
12040,5,256,softsign,SGD,0.0001,0
12041,5,256,softsign,SGD,0.001,0
12042,5,256,softsign,SGD,0.01,0
12043,5,256,softsign,SGD,0.1,0
12044,5,256,softsign,SGD,1.0,0
12045,5,256,softsign,RMSprop,0.0001,0
12046,5,256,softsign,RMSprop,0.001,0
12047,5,256,softsign,RMSprop,0.01,0
12048,5,256,softsign,RMSprop,0.1,0
12049,5,256,softsign,RMSprop,1.0,0
12050,5,256,softsign,Adam,0.0001,0
12051,5,256,softsign,Adam,0.001,0
12052,5,256,softsign,Adam,0.01,0
12053,5,256,softsign,Adam,0.1,0
12054,5,256,softsign,Adam,1.0,0
12055,5,256,softsign,Adadelta,0.0001,0
12056,5,256,softsign,Adadelta,0.001,0
12057,5,256,softsign,Adadelta,0.01,0
12058,5,256,softsign,Adadelta,0.1,0
12059,5,256,softsign,Adadelta,1.0,0
12060,5,256,softsign,Adamax,0.0001,0
12061,5,256,softsign,Adamax,0.001,0
12062,5,256,softsign,Adamax,0.01,0
12063,5,256,softsign,Adamax,0.1,0
12064,5,256,softsign,Adamax,1.0,0
12065,5,256,softsign,Adagrad,0.0001,0
12066,5,256,softsign,Adagrad,0.001,0
12067,5,256,softsign,Adagrad,0.01,0
12068,5,256,softsign,Adagrad,0.1,0
12069,5,256,softsign,Adagrad,1.0,0
12070,5,256,softsign,Nadam,0.0001,0
12071,5,256,softsign,Nadam,0.001,0
12072,5,256,softsign,Nadam,0.01,0
12073,5,256,softsign,Nadam,0.1,0
12074,5,256,softsign,Nadam,1.0,0
12075,5,256,softsign,Ftrl,0.0001,0
12076,5,256,softsign,Ftrl,0.001,0
12077,5,256,softsign,Ftrl,0.01,0
12078,5,256,softsign,Ftrl,0.1,0
12079,5,256,softsign,Ftrl,1.0,0
12080,5,256,tanh,SGD,0.0001,0
12081,5,256,tanh,SGD,0.001,0
12082,5,256,tanh,SGD,0.01,0
12083,5,256,tanh,SGD,0.1,0
12084,5,256,tanh,SGD,1.0,0
12085,5,256,tanh,RMSprop,0.0001,0
12086,5,256,tanh,RMSprop,0.001,0
12087,5,256,tanh,RMSprop,0.01,0
12088,5,256,tanh,RMSprop,0.1,0
12089,5,256,tanh,RMSprop,1.0,0
12090,5,256,tanh,Adam,0.0001,0
12091,5,256,tanh,Adam,0.001,0
12092,5,256,tanh,Adam,0.01,0
12093,5,256,tanh,Adam,0.1,0
12094,5,256,tanh,Adam,1.0,0
12095,5,256,tanh,Adadelta,0.0001,0
12096,5,256,tanh,Adadelta,0.001,0
12097,5,256,tanh,Adadelta,0.01,0
12098,5,256,tanh,Adadelta,0.1,0
12099,5,256,tanh,Adadelta,1.0,0
12100,5,256,tanh,Adamax,0.0001,0
12101,5,256,tanh,Adamax,0.001,0
12102,5,256,tanh,Adamax,0.01,0
12103,5,256,tanh,Adamax,0.1,0
12104,5,256,tanh,Adamax,1.0,0
12105,5,256,tanh,Adagrad,0.0001,0
12106,5,256,tanh,Adagrad,0.001,0
12107,5,256,tanh,Adagrad,0.01,0
12108,5,256,tanh,Adagrad,0.1,0
12109,5,256,tanh,Adagrad,1.0,0
12110,5,256,tanh,Nadam,0.0001,0
12111,5,256,tanh,Nadam,0.001,0
12112,5,256,tanh,Nadam,0.01,0
12113,5,256,tanh,Nadam,0.1,0
12114,5,256,tanh,Nadam,1.0,0
12115,5,256,tanh,Ftrl,0.0001,0
12116,5,256,tanh,Ftrl,0.001,0
12117,5,256,tanh,Ftrl,0.01,0
12118,5,256,tanh,Ftrl,0.1,0
12119,5,256,tanh,Ftrl,1.0,0
12120,5,256,elu,SGD,0.0001,0
12121,5,256,elu,SGD,0.001,0
12122,5,256,elu,SGD,0.01,0
12123,5,256,elu,SGD,0.1,0
12124,5,256,elu,SGD,1.0,0
12125,5,256,elu,RMSprop,0.0001,0
12126,5,256,elu,RMSprop,0.001,0
12127,5,256,elu,RMSprop,0.01,0
12128,5,256,elu,RMSprop,0.1,0
12129,5,256,elu,RMSprop,1.0,0
12130,5,256,elu,Adam,0.0001,0
12131,5,256,elu,Adam,0.001,0
12132,5,256,elu,Adam,0.01,0
12133,5,256,elu,Adam,0.1,0
12134,5,256,elu,Adam,1.0,0
12135,5,256,elu,Adadelta,0.0001,0
12136,5,256,elu,Adadelta,0.001,0
12137,5,256,elu,Adadelta,0.01,0
12138,5,256,elu,Adadelta,0.1,0
12139,5,256,elu,Adadelta,1.0,0
12140,5,256,elu,Adamax,0.0001,0
12141,5,256,elu,Adamax,0.001,0
12142,5,256,elu,Adamax,0.01,0
12143,5,256,elu,Adamax,0.1,0
12144,5,256,elu,Adamax,1.0,0
12145,5,256,elu,Adagrad,0.0001,0
12146,5,256,elu,Adagrad,0.001,0
12147,5,256,elu,Adagrad,0.01,0
12148,5,256,elu,Adagrad,0.1,0
12149,5,256,elu,Adagrad,1.0,0
12150,5,256,elu,Nadam,0.0001,0
12151,5,256,elu,Nadam,0.001,0
12152,5,256,elu,Nadam,0.01,0
12153,5,256,elu,Nadam,0.1,0
12154,5,256,elu,Nadam,1.0,0
12155,5,256,elu,Ftrl,0.0001,0
12156,5,256,elu,Ftrl,0.001,0
12157,5,256,elu,Ftrl,0.01,0
12158,5,256,elu,Ftrl,0.1,0
12159,5,256,elu,Ftrl,1.0,0
12160,5,256,selu,SGD,0.0001,0
12161,5,256,selu,SGD,0.001,0
12162,5,256,selu,SGD,0.01,0
12163,5,256,selu,SGD,0.1,0
12164,5,256,selu,SGD,1.0,0
12165,5,256,selu,RMSprop,0.0001,0
12166,5,256,selu,RMSprop,0.001,0
12167,5,256,selu,RMSprop,0.01,0
12168,5,256,selu,RMSprop,0.1,0
12169,5,256,selu,RMSprop,1.0,0
12170,5,256,selu,Adam,0.0001,0
12171,5,256,selu,Adam,0.001,0
12172,5,256,selu,Adam,0.01,0
12173,5,256,selu,Adam,0.1,0
12174,5,256,selu,Adam,1.0,0
12175,5,256,selu,Adadelta,0.0001,0
12176,5,256,selu,Adadelta,0.001,0
12177,5,256,selu,Adadelta,0.01,0
12178,5,256,selu,Adadelta,0.1,0
12179,5,256,selu,Adadelta,1.0,0
12180,5,256,selu,Adamax,0.0001,0
12181,5,256,selu,Adamax,0.001,0
12182,5,256,selu,Adamax,0.01,0
12183,5,256,selu,Adamax,0.1,0
12184,5,256,selu,Adamax,1.0,0
12185,5,256,selu,Adagrad,0.0001,0
12186,5,256,selu,Adagrad,0.001,0
12187,5,256,selu,Adagrad,0.01,0
12188,5,256,selu,Adagrad,0.1,0
12189,5,256,selu,Adagrad,1.0,0
12190,5,256,selu,Nadam,0.0001,0
12191,5,256,selu,Nadam,0.001,0
12192,5,256,selu,Nadam,0.01,0
12193,5,256,selu,Nadam,0.1,0
12194,5,256,selu,Nadam,1.0,0
12195,5,256,selu,Ftrl,0.0001,0
12196,5,256,selu,Ftrl,0.001,0
12197,5,256,selu,Ftrl,0.01,0
12198,5,256,selu,Ftrl,0.1,0
12199,5,256,selu,Ftrl,1.0,0
12200,5,256,exponential,SGD,0.0001,0
12201,5,256,exponential,SGD,0.001,0
12202,5,256,exponential,SGD,0.01,0
12203,5,256,exponential,SGD,0.1,0
12204,5,256,exponential,SGD,1.0,0
12205,5,256,exponential,RMSprop,0.0001,0
12206,5,256,exponential,RMSprop,0.001,0
12207,5,256,exponential,RMSprop,0.01,0
12208,5,256,exponential,RMSprop,0.1,0
12209,5,256,exponential,RMSprop,1.0,0
12210,5,256,exponential,Adam,0.0001,0
12211,5,256,exponential,Adam,0.001,0
12212,5,256,exponential,Adam,0.01,0
12213,5,256,exponential,Adam,0.1,0
12214,5,256,exponential,Adam,1.0,0
12215,5,256,exponential,Adadelta,0.0001,0
12216,5,256,exponential,Adadelta,0.001,0
12217,5,256,exponential,Adadelta,0.01,0
12218,5,256,exponential,Adadelta,0.1,0
12219,5,256,exponential,Adadelta,1.0,0
12220,5,256,exponential,Adamax,0.0001,0
12221,5,256,exponential,Adamax,0.001,0
12222,5,256,exponential,Adamax,0.01,0
12223,5,256,exponential,Adamax,0.1,0
12224,5,256,exponential,Adamax,1.0,0
12225,5,256,exponential,Adagrad,0.0001,0
12226,5,256,exponential,Adagrad,0.001,0
12227,5,256,exponential,Adagrad,0.01,0
12228,5,256,exponential,Adagrad,0.1,0
12229,5,256,exponential,Adagrad,1.0,0
12230,5,256,exponential,Nadam,0.0001,0
12231,5,256,exponential,Nadam,0.001,0
12232,5,256,exponential,Nadam,0.01,0
12233,5,256,exponential,Nadam,0.1,0
12234,5,256,exponential,Nadam,1.0,0
12235,5,256,exponential,Ftrl,0.0001,0
12236,5,256,exponential,Ftrl,0.001,0
12237,5,256,exponential,Ftrl,0.01,0
12238,5,256,exponential,Ftrl,0.1,0
12239,5,256,exponential,Ftrl,1.0,0
12240,5,384,relu,SGD,0.0001,0
12241,5,384,relu,SGD,0.001,0
12242,5,384,relu,SGD,0.01,0
12243,5,384,relu,SGD,0.1,0
12244,5,384,relu,SGD,1.0,0
12245,5,384,relu,RMSprop,0.0001,0
12246,5,384,relu,RMSprop,0.001,0
12247,5,384,relu,RMSprop,0.01,0
12248,5,384,relu,RMSprop,0.1,0
12249,5,384,relu,RMSprop,1.0,0
12250,5,384,relu,Adam,0.0001,0
12251,5,384,relu,Adam,0.001,0
12252,5,384,relu,Adam,0.01,0
12253,5,384,relu,Adam,0.1,0
12254,5,384,relu,Adam,1.0,0
12255,5,384,relu,Adadelta,0.0001,0
12256,5,384,relu,Adadelta,0.001,0
12257,5,384,relu,Adadelta,0.01,0
12258,5,384,relu,Adadelta,0.1,0
12259,5,384,relu,Adadelta,1.0,0
12260,5,384,relu,Adamax,0.0001,0
12261,5,384,relu,Adamax,0.001,0
12262,5,384,relu,Adamax,0.01,0
12263,5,384,relu,Adamax,0.1,0
12264,5,384,relu,Adamax,1.0,0
12265,5,384,relu,Adagrad,0.0001,0
12266,5,384,relu,Adagrad,0.001,0
12267,5,384,relu,Adagrad,0.01,0
12268,5,384,relu,Adagrad,0.1,0
12269,5,384,relu,Adagrad,1.0,0
12270,5,384,relu,Nadam,0.0001,0
12271,5,384,relu,Nadam,0.001,0
12272,5,384,relu,Nadam,0.01,0
12273,5,384,relu,Nadam,0.1,0
12274,5,384,relu,Nadam,1.0,0
12275,5,384,relu,Ftrl,0.0001,0
12276,5,384,relu,Ftrl,0.001,0
12277,5,384,relu,Ftrl,0.01,0
12278,5,384,relu,Ftrl,0.1,0
12279,5,384,relu,Ftrl,1.0,0
12280,5,384,sigmoid,SGD,0.0001,0
12281,5,384,sigmoid,SGD,0.001,0
12282,5,384,sigmoid,SGD,0.01,0
12283,5,384,sigmoid,SGD,0.1,0
12284,5,384,sigmoid,SGD,1.0,0
12285,5,384,sigmoid,RMSprop,0.0001,0
12286,5,384,sigmoid,RMSprop,0.001,0
12287,5,384,sigmoid,RMSprop,0.01,0
12288,5,384,sigmoid,RMSprop,0.1,0
12289,5,384,sigmoid,RMSprop,1.0,0
12290,5,384,sigmoid,Adam,0.0001,0
12291,5,384,sigmoid,Adam,0.001,0
12292,5,384,sigmoid,Adam,0.01,0
12293,5,384,sigmoid,Adam,0.1,0
12294,5,384,sigmoid,Adam,1.0,0
12295,5,384,sigmoid,Adadelta,0.0001,0
12296,5,384,sigmoid,Adadelta,0.001,0
12297,5,384,sigmoid,Adadelta,0.01,0
12298,5,384,sigmoid,Adadelta,0.1,0
12299,5,384,sigmoid,Adadelta,1.0,0
12300,5,384,sigmoid,Adamax,0.0001,0
12301,5,384,sigmoid,Adamax,0.001,0
12302,5,384,sigmoid,Adamax,0.01,0
12303,5,384,sigmoid,Adamax,0.1,0
12304,5,384,sigmoid,Adamax,1.0,0
12305,5,384,sigmoid,Adagrad,0.0001,0
12306,5,384,sigmoid,Adagrad,0.001,0
12307,5,384,sigmoid,Adagrad,0.01,0
12308,5,384,sigmoid,Adagrad,0.1,0
12309,5,384,sigmoid,Adagrad,1.0,0
12310,5,384,sigmoid,Nadam,0.0001,0
12311,5,384,sigmoid,Nadam,0.001,0
12312,5,384,sigmoid,Nadam,0.01,0
12313,5,384,sigmoid,Nadam,0.1,0
12314,5,384,sigmoid,Nadam,1.0,0
12315,5,384,sigmoid,Ftrl,0.0001,0
12316,5,384,sigmoid,Ftrl,0.001,0
12317,5,384,sigmoid,Ftrl,0.01,0
12318,5,384,sigmoid,Ftrl,0.1,0
12319,5,384,sigmoid,Ftrl,1.0,0
12320,5,384,softmax,SGD,0.0001,0
12321,5,384,softmax,SGD,0.001,0
12322,5,384,softmax,SGD,0.01,0
12323,5,384,softmax,SGD,0.1,0
12324,5,384,softmax,SGD,1.0,0
12325,5,384,softmax,RMSprop,0.0001,0
12326,5,384,softmax,RMSprop,0.001,0
12327,5,384,softmax,RMSprop,0.01,0
12328,5,384,softmax,RMSprop,0.1,0
12329,5,384,softmax,RMSprop,1.0,0
12330,5,384,softmax,Adam,0.0001,0
12331,5,384,softmax,Adam,0.001,0
12332,5,384,softmax,Adam,0.01,0
12333,5,384,softmax,Adam,0.1,0
12334,5,384,softmax,Adam,1.0,0
12335,5,384,softmax,Adadelta,0.0001,0
12336,5,384,softmax,Adadelta,0.001,0
12337,5,384,softmax,Adadelta,0.01,0
12338,5,384,softmax,Adadelta,0.1,0
12339,5,384,softmax,Adadelta,1.0,0
12340,5,384,softmax,Adamax,0.0001,0
12341,5,384,softmax,Adamax,0.001,0
12342,5,384,softmax,Adamax,0.01,0
12343,5,384,softmax,Adamax,0.1,0
12344,5,384,softmax,Adamax,1.0,0
12345,5,384,softmax,Adagrad,0.0001,0
12346,5,384,softmax,Adagrad,0.001,0
12347,5,384,softmax,Adagrad,0.01,0
12348,5,384,softmax,Adagrad,0.1,0
12349,5,384,softmax,Adagrad,1.0,0
12350,5,384,softmax,Nadam,0.0001,0
12351,5,384,softmax,Nadam,0.001,0
12352,5,384,softmax,Nadam,0.01,0
12353,5,384,softmax,Nadam,0.1,0
12354,5,384,softmax,Nadam,1.0,0
12355,5,384,softmax,Ftrl,0.0001,0
12356,5,384,softmax,Ftrl,0.001,0
12357,5,384,softmax,Ftrl,0.01,0
12358,5,384,softmax,Ftrl,0.1,0
12359,5,384,softmax,Ftrl,1.0,0
12360,5,384,softplus,SGD,0.0001,0
12361,5,384,softplus,SGD,0.001,0
12362,5,384,softplus,SGD,0.01,0
12363,5,384,softplus,SGD,0.1,0
12364,5,384,softplus,SGD,1.0,0
12365,5,384,softplus,RMSprop,0.0001,0
12366,5,384,softplus,RMSprop,0.001,0
12367,5,384,softplus,RMSprop,0.01,0
12368,5,384,softplus,RMSprop,0.1,0
12369,5,384,softplus,RMSprop,1.0,0
12370,5,384,softplus,Adam,0.0001,0
12371,5,384,softplus,Adam,0.001,0
12372,5,384,softplus,Adam,0.01,0
12373,5,384,softplus,Adam,0.1,0
12374,5,384,softplus,Adam,1.0,0
12375,5,384,softplus,Adadelta,0.0001,0
12376,5,384,softplus,Adadelta,0.001,0
12377,5,384,softplus,Adadelta,0.01,0
12378,5,384,softplus,Adadelta,0.1,0
12379,5,384,softplus,Adadelta,1.0,0
12380,5,384,softplus,Adamax,0.0001,0
12381,5,384,softplus,Adamax,0.001,0
12382,5,384,softplus,Adamax,0.01,0
12383,5,384,softplus,Adamax,0.1,0
12384,5,384,softplus,Adamax,1.0,0
12385,5,384,softplus,Adagrad,0.0001,0
12386,5,384,softplus,Adagrad,0.001,0
12387,5,384,softplus,Adagrad,0.01,0
12388,5,384,softplus,Adagrad,0.1,0
12389,5,384,softplus,Adagrad,1.0,0
12390,5,384,softplus,Nadam,0.0001,0
12391,5,384,softplus,Nadam,0.001,0
12392,5,384,softplus,Nadam,0.01,0
12393,5,384,softplus,Nadam,0.1,0
12394,5,384,softplus,Nadam,1.0,0
12395,5,384,softplus,Ftrl,0.0001,0
12396,5,384,softplus,Ftrl,0.001,0
12397,5,384,softplus,Ftrl,0.01,0
12398,5,384,softplus,Ftrl,0.1,0
12399,5,384,softplus,Ftrl,1.0,0
12400,5,384,softsign,SGD,0.0001,0
12401,5,384,softsign,SGD,0.001,0
12402,5,384,softsign,SGD,0.01,0
12403,5,384,softsign,SGD,0.1,0
12404,5,384,softsign,SGD,1.0,0
12405,5,384,softsign,RMSprop,0.0001,0
12406,5,384,softsign,RMSprop,0.001,0
12407,5,384,softsign,RMSprop,0.01,0
12408,5,384,softsign,RMSprop,0.1,0
12409,5,384,softsign,RMSprop,1.0,0
12410,5,384,softsign,Adam,0.0001,0
12411,5,384,softsign,Adam,0.001,0
12412,5,384,softsign,Adam,0.01,0
12413,5,384,softsign,Adam,0.1,0
12414,5,384,softsign,Adam,1.0,0
12415,5,384,softsign,Adadelta,0.0001,0
12416,5,384,softsign,Adadelta,0.001,0
12417,5,384,softsign,Adadelta,0.01,0
12418,5,384,softsign,Adadelta,0.1,0
12419,5,384,softsign,Adadelta,1.0,0
12420,5,384,softsign,Adamax,0.0001,0
12421,5,384,softsign,Adamax,0.001,0
12422,5,384,softsign,Adamax,0.01,0
12423,5,384,softsign,Adamax,0.1,0
12424,5,384,softsign,Adamax,1.0,0
12425,5,384,softsign,Adagrad,0.0001,0
12426,5,384,softsign,Adagrad,0.001,0
12427,5,384,softsign,Adagrad,0.01,0
12428,5,384,softsign,Adagrad,0.1,0
12429,5,384,softsign,Adagrad,1.0,0
12430,5,384,softsign,Nadam,0.0001,0
12431,5,384,softsign,Nadam,0.001,0
12432,5,384,softsign,Nadam,0.01,0
12433,5,384,softsign,Nadam,0.1,0
12434,5,384,softsign,Nadam,1.0,0
12435,5,384,softsign,Ftrl,0.0001,0
12436,5,384,softsign,Ftrl,0.001,0
12437,5,384,softsign,Ftrl,0.01,0
12438,5,384,softsign,Ftrl,0.1,0
12439,5,384,softsign,Ftrl,1.0,0
12440,5,384,tanh,SGD,0.0001,0
12441,5,384,tanh,SGD,0.001,0
12442,5,384,tanh,SGD,0.01,0
12443,5,384,tanh,SGD,0.1,0
12444,5,384,tanh,SGD,1.0,0
12445,5,384,tanh,RMSprop,0.0001,0
12446,5,384,tanh,RMSprop,0.001,0
12447,5,384,tanh,RMSprop,0.01,0
12448,5,384,tanh,RMSprop,0.1,0
12449,5,384,tanh,RMSprop,1.0,0
12450,5,384,tanh,Adam,0.0001,0
12451,5,384,tanh,Adam,0.001,0
12452,5,384,tanh,Adam,0.01,0
12453,5,384,tanh,Adam,0.1,0
12454,5,384,tanh,Adam,1.0,0
12455,5,384,tanh,Adadelta,0.0001,0
12456,5,384,tanh,Adadelta,0.001,0
12457,5,384,tanh,Adadelta,0.01,0
12458,5,384,tanh,Adadelta,0.1,0
12459,5,384,tanh,Adadelta,1.0,0
12460,5,384,tanh,Adamax,0.0001,0
12461,5,384,tanh,Adamax,0.001,0
12462,5,384,tanh,Adamax,0.01,0
12463,5,384,tanh,Adamax,0.1,0
12464,5,384,tanh,Adamax,1.0,0
12465,5,384,tanh,Adagrad,0.0001,0
12466,5,384,tanh,Adagrad,0.001,0
12467,5,384,tanh,Adagrad,0.01,0
12468,5,384,tanh,Adagrad,0.1,0
12469,5,384,tanh,Adagrad,1.0,0
12470,5,384,tanh,Nadam,0.0001,0
12471,5,384,tanh,Nadam,0.001,0
12472,5,384,tanh,Nadam,0.01,0
12473,5,384,tanh,Nadam,0.1,0
12474,5,384,tanh,Nadam,1.0,0
12475,5,384,tanh,Ftrl,0.0001,0
